country,year,population,gdp,co2,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,primary_energy_consumption,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_co2
Argentina,1887,3063095,,1.085,,,,,1.085,,,,,,0.1,,,,0.1
Argentina,1888,3160989,,0.89,-0.194,-17.91,,,0.89,,,,,,0.08,,,,0.07
Argentina,1889,3262972,,1.755,0.865,97.12,,,1.755,,,,,,0.15,,,,0.15
Argentina,1890,3369205,13000976384,1.37,-0.385,-21.92,,,1.37,,,,,,0.11,,,,0.11
Argentina,1891,3479859,,0.938,-0.432,-31.55,,,0.938,,,,,,0.07,,,,0.07
Argentina,1892,3595108,,1.385,0.447,47.66,,,1.385,,,,,,0.1,,,,0.1
Argentina,1893,3715134,,1.554,0.169,12.17,,,1.554,,,,,,0.12,,,,0.11
Argentina,1894,3839167,,1.993,0.44,28.3,,,1.993,,,,,,0.15,,,,0.14
Argentina,1895,3967341,,2.264,0.271,13.6,,,2.264,,,,,,0.16,,,,0.15
Argentina,1896,4099794,,2.305,0.04,1.78,,,2.305,,,,,,0.16,,,,0.15
Argentina,1897,4236670,,2.081,-0.224,-9.7,,,2.081,,,,,,0.13,,,,0.13
Argentina,1898,4378115,,2.349,0.267,12.85,,,2.349,,,,,,0.14,,,,0.14
Argentina,1899,4528806,,2.92,0.572,24.34,,,2.92,,,,,,0.16,,,,0.16
Argentina,1900,4689224,21508018176,2.07,-0.85,-29.11,,,2.07,,,,,,0.11,,,,0.11
Argentina,1901,4859874,22371942400,2.492,0.421,20.35,,,2.492,,,,,,0.13,,,,0.12
Argentina,1902,5041283,21914859520,2.814,0.322,12.94,,,2.814,,,,,,0.14,,,,0.14
Argentina,1903,5234002,25056325632,2.862,0.048,1.69,,,2.862,,,,,,0.13,,,,0.13
Argentina,1904,5434089,27744129024,3.796,0.934,32.65,,,3.796,,,,,,0.18,,,,0.17
Argentina,1905,5641825,31406880768,3.983,0.187,4.92,,,3.983,,,,,,0.17,,,,0.16
Argentina,1906,5857502,32980647936,6.254,2.272,57.04,,,6.254,,,,,,0.26,,,,0.25
Argentina,1907,6081424,33673998336,6.254,0,0,,,6.254,,,,,,0.23,,,,0.22
Argentina,1908,6313906,36961689600,7.617,1.363,21.79,,,7.61,,,0.007,,,0.29,,,0.01,0.27
Argentina,1909,6538902,38819262464,5.936,-1.682,-22.08,,,5.925,,,0.011,,,0.22,,,0.01,0.21
Argentina,1910,6755700,41644912640,8.907,2.972,50.06,,,8.896,,,0.011,,,0.31,,,0.01,0.29
Argentina,1911,6963548,42382159872,9.944,1.037,11.64,,,9.937,,,0.007,,,0.34,,,0,0.32
Argentina,1912,7161653,45863510016,9.479,-0.465,-4.68,,,9.457,,,0.022,,,0.31,,,0.01,0.29
Argentina,1913,7349182,46315954176,10.146,0.667,7.04,,,10.087,,,0.059,,,0.31,,,0.03,0.29
Argentina,1914,7541621,41498755072,8.673,-1.473,-14.52,,,8.548,,0.004,0.121,,,0.29,,0.01,0.07,0.27
Argentina,1915,7739100,41740312576,6.94,-1.733,-19.98,,,6.701,,0.011,0.227,,,0.23,,0.03,0.12,0.22
Argentina,1916,7941749,40529502208,4.987,-1.953,-28.14,,,4.587,,0.015,0.385,,,0.15,,0.04,0.18,0.15
Argentina,1917,8149705,37239177216,2.231,-2.755,-55.25,,,1.663,,0.026,0.542,,,0.05,,0.06,0.23,0.06
Argentina,1918,8363921,44097687552,2.521,0.289,12.97,,,1.891,,0.029,0.601,,,0.06,,0.08,0.25,0.07
Argentina,1919,8590120,45710110720,3.726,1.205,47.82,,,3.103,,0.029,0.594,,,0.11,,0.08,0.22,0.12
Argentina,1920,8828805,49054494720,5.892,2.165,58.11,,,5.122,,0.037,0.733,,,0.16,,0.09,0.21,0.17
Argentina,1921,9080500,50306035712,5.54,-0.352,-5.97,,,4.565,,0.048,0.927,,,0.17,,0.14,0.24,0.18
Argentina,1922,9345749,54296928256,7.299,1.759,31.75,,,5.889,,0.062,1.348,,,0.21,,0.16,0.32,0.23
Argentina,1923,9625115,60309590016,8.446,1.147,15.71,,,6.844,,0.077,1.525,,,0.22,,0.15,0.32,0.23
Argentina,1924,9912832,64989057024,10.959,2.514,29.76,,,8.753,,0.128,2.077,,,0.28,,0.21,0.44,0.3
Argentina,1925,10209150,64706424832,11.237,0.278,2.54,,,8.35,,0.165,2.722,,,0.27,,0.26,0.55,0.3
Argentina,1926,10514325,67810631680,11.259,0.022,0.2,,,7.451,,0.293,3.515,,,0.24,,0.42,0.72,0.31
Argentina,1927,10828623,72643125248,13.374,2.114,18.78,,,9.258,,0.26,3.856,,,0.28,,0.34,0.72,0.34
Argentina,1928,11152315,77168877568,12.739,-0.635,-4.75,,0.116,8.284,,0.297,4.041,,0.33,0.25,,0.36,0.74,0.32
Argentina,1929,11456721,80691912704,13.13,0.392,3.07,,0.174,8.321,,0.458,4.177,,0.47,0.24,,0.45,0.69,0.31
Argentina,1930,11740751,77359685632,12.767,-0.363,-2.76,,0.189,8.119,,0.454,4.005,,0.53,0.25,,0.44,0.69,0.33
Argentina,1931,12003277,71992139776,12.844,0.076,0.6,,0.265,6.947,,0.564,5.067,,0.86,0.25,,0.61,0.9,0.37
Argentina,1932,12243128,69624832000,13.1,0.257,2,,0.247,6.331,,0.769,5.752,,1,0.25,,0.87,1.07,0.41
Argentina,1933,12459087,72859959296,13.232,0.132,1.01,,0.254,5.959,,1.034,5.985,,1.07,0.23,,1.14,1.02,0.4
Argentina,1934,12678855,78659584000,14.24,1.007,7.61,,0.28,6.581,,1.249,6.13,,0.98,0.23,,1.23,0.99,0.39
Argentina,1935,12902500,82125021184,13.997,-0.242,-1.7,,0.356,6.337,,1.056,6.249,,1.11,0.21,,0.95,0.93,0.37
Argentina,1936,13130090,82689359872,15.096,1.099,7.85,,0.411,6.987,,0.912,6.786,,1.06,0.21,,0.73,0.93,0.36
Argentina,1937,13361694,88696750080,16.711,1.615,10.7,,0.512,8.158,,0.865,7.176,,1.26,0.24,,0.62,0.87,0.37
Argentina,1938,13597383,89082486784,16.347,-0.364,-2.18,,0.614,7.396,,0.839,7.498,,1.6,0.23,,0.62,0.94,0.39
Argentina,1939,13841849,92462211072,17.377,1.03,6.3,,0.556,7.764,,0.887,8.171,,1.56,0.23,,0.63,0.98,0.39
Argentina,1940,14095334,93982973952,15.864,-1.513,-8.71,,0.534,5.369,,0.916,9.045,,1.7,0.14,,0.6,1.04,0.33
Argentina,1941,14358089,98812125184,13.94,-1.924,-12.13,,0.578,2.686,,1.015,9.662,,1.34,0.07,,0.66,1.1,0.28
Argentina,1942,14630369,99962904576,13.479,-0.461,-3.31,,0.531,1.385,,1.154,10.409,,1.39,0.04,,0.7,1.25,0.27
Argentina,1943,14912438,99170082816,14.077,0.598,4.43,,0.472,1.549,,1.158,10.898,,1.36,0.04,,0.63,1.23,0.28
Argentina,1944,15199944,110433869824,13.952,-0.125,-0.89,,0.534,1.649,,1.132,10.637,,2.36,0.04,,0.57,1.04,0.27
Argentina,1945,15492994,106852769792,13.666,-0.286,-2.05,,0.538,2.045,,1.041,10.043,,2.35,0.07,,0.48,1,0.32
Argentina,1946,15791693,116403142656,13.702,0.036,0.27,,0.563,3.041,,0.967,9.131,,1.55,0.09,,0.43,0.8,0.3
Argentina,1947,16096152,129321500672,14.515,0.813,5.93,,0.673,3.254,,0.997,9.591,,1.56,0.09,,0.4,0.79,0.28
Argentina,1948,16406480,136522203136,17.392,2.877,19.82,,0.618,5.815,,0.766,10.193,,1.2,0.16,,0.27,0.76,0.32
Argentina,1949,16720391,134649167872,15.365,-2.027,-11.66,,0.716,3.598,,1.136,9.915,,1.23,0.1,,0.38,0.74,0.29
Argentina,1950,17037910,136328019968,29.921,14.557,94.74,,0.778,3.561,,,25.582,,1.16,0.09,,,1.55,0.5
Argentina,1951,17390378,141645234176,34.963,5.042,16.85,,0.77,5.47,,1.418,27.304,,1.02,0.13,,0.34,1.57,0.55
Argentina,1952,17742980,134416834560,36.095,1.132,3.24,,0.767,4.507,,1.535,29.286,,0.95,0.11,,0.34,1.59,0.56
Argentina,1953,18094290,141635207168,35.135,-0.96,-2.66,,0.818,3.114,,1.194,30.008,,0.91,0.08,,0.25,1.54,0.53
Argentina,1954,18443312,147492470784,36.75,1.616,4.6,,0.843,3.722,,1.209,30.976,,0.87,0.09,,0.24,1.5,0.54
Argentina,1955,18789414,158009442304,39.56,2.81,7.65,,0.923,3.21,,1.227,34.2,,0.86,0.07,,0.22,1.48,0.53
Argentina,1956,19132404,162343206912,44.297,4.737,11.97,,1.021,3.814,,1.304,38.157,,0.88,0.08,,0.22,1.52,0.56
Argentina,1957,19472472,170709729280,47.608,3.311,7.47,,1.17,3.36,,1.458,41.619,,0.96,0.07,,0.23,1.59,0.58
Argentina,1958,19810164,181174419456,44.193,-3.415,-7.17,,1.221,3.781,,1.48,37.71,,0.94,0.08,,0.21,1.38,0.53
Argentina,1959,20146306,169428729856,48.949,4.756,10.76,,1.17,3.73,,1.473,42.576,,0.81,0.08,,0.19,1.47,0.55
Argentina,1960,20481782,182678454272,48.764,-0.184,-0.38,,1.305,3.906,,2.363,41.191,,0.83,0.08,,0.28,1.32,0.52
Argentina,1961,20817270,195762241536,51.127,2.362,4.84,,1.436,3.539,,4.03,42.121,,0.87,0.07,,0.46,1.27,0.54
Argentina,1962,21153042,192596951040,53.64,2.513,4.92,,1.446,2.008,,5.108,45.078,,0.82,0.04,,0.53,1.27,0.55
Argentina,1963,21488916,187954626560,50.033,-3.607,-6.73,,1.254,2.305,,5.829,40.645,,0.67,0.05,,0.56,1.07,0.49
Argentina,1964,21824428,207332556800,55.67,5.637,11.27,,1.439,2.557,,6.467,45.207,,0.7,0.05,,0.56,1.1,0.51
Argentina,1965,22159644,226284879872,58.805,3.135,5.63,0.179,1.632,2.601,,7.247,47.324,328.519,0.75,0.05,,0.59,1.07,0.52
Argentina,1966,22494032,227834527744,63.073,4.268,7.26,0.186,1.723,2.587,2.345,7.848,48.57,339.165,0.74,0.05,1.62,0.59,1.02,0.53
Argentina,1967,22828872,233929097216,65.476,2.403,3.81,0.188,1.756,2.939,2.796,8.208,49.777,349.021,0.73,0.06,1.47,0.57,0.98,0.53
Argentina,1968,23168268,243886489600,69.009,3.533,5.4,0.191,2.064,2.367,2.876,9.142,52.56,360.83,0.81,0.04,1.41,0.59,0.95,0.53
Argentina,1969,23517614,264721498112,77.249,8.24,11.94,0.207,2.148,2.59,2.832,9.105,60.573,372.898,0.79,0.05,1.16,0.53,1.01,0.56
Argentina,1970,23880564,278897360896,82.648,5.399,6.99,0.234,2.344,3.287,2.81,10.281,63.926,353.473,0.81,0.06,1.01,0.57,0.94,0.55
Argentina,1971,24259564,292438867968,88.847,6.199,7.5,0.237,2.736,2.928,2.843,11.021,69.319,374.728,0.92,0.05,0.88,0.57,0.96,0.57
Argentina,1972,24653172,301570162688,90.067,1.22,1.37,0.238,2.699,2.858,2.744,12.469,69.297,379.435,0.85,0.05,0.79,0.61,0.89,0.56
Argentina,1973,25056474,319937937408,93.976,3.909,4.34,0.237,2.57,2.88,3.129,14.187,71.21,396.498,0.77,0.05,0.78,0.66,0.86,0.55
Argentina,1974,25462304,340686405632,95.48,1.504,1.6,0.232,2.675,3.367,3.063,14.923,71.452,412.251,0.8,0.06,0.78,0.68,0.87,0.56
Argentina,1975,25865776,337656020992,94.845,-0.635,-0.66,0.236,2.714,3.594,3.902,15.722,68.913,403.013,0.81,0.06,1.16,0.71,0.85,0.56
Argentina,1976,26264682,336841146368,99.699,4.854,5.12,0.236,2.841,3.239,5.284,16.467,71.868,422.674,0.82,0.05,1.34,0.7,0.84,0.55
Argentina,1977,26661396,357157961728,100.706,1.007,1.01,0.229,2.987,2.704,5.408,16.905,72.702,441.432,0.82,0.04,1.42,0.71,0.82,0.54
Argentina,1978,27061042,341466742784,102.556,1.85,1.84,0.233,3.148,3.833,6.251,16.426,72.899,442.087,0.81,0.06,1.6,0.66,0.8,0.54
Argentina,1979,27471046,365906460672,110.616,8.061,7.86,0.234,3.327,3.602,6.599,18.016,79.073,474.696,0.85,0.05,1.83,0.68,0.85,0.56
Argentina,1980,27896532,371076956160,108.656,-1.96,-1.77,0.232,3.562,2.865,6.156,19.566,76.508,471.979,0.9,0.04,1.95,0.72,0.85,0.56
Argentina,1981,28338514,349782016000,101.969,-6.688,-6.15,0.224,3.323,2.957,5.144,20.485,70.059,458.004,0.84,0.04,2.17,0.74,0.82,0.54
Argentina,1982,28794550,338761515008,103.351,1.383,1.36,0.223,2.815,2.66,5.595,23.249,69.032,466.513,0.71,0.04,2.37,0.86,0.83,0.55
Argentina,1983,29262048,350706597888,105.142,1.791,1.73,0.218,2.818,2.191,5.196,26.264,68.674,486.205,0.7,0.03,2.44,0.96,0.83,0.55
Argentina,1984,29737098,357844353024,106.452,1.31,1.25,0.22,2.618,2.147,7.149,27.301,67.237,487.491,0.64,0.03,3.82,0.92,0.81,0.54
Argentina,1985,30216284,334171439104,100.531,-5.92,-5.56,0.211,2.325,2.774,6.188,28.809,60.435,481.632,0.56,0.03,3.4,0.93,0.73,0.49
Argentina,1986,30698964,358634684416,104.15,3.619,3.6,0.206,2.789,3.393,4.804,30.964,62.2,508.858,0.64,0.04,2.82,1.02,0.72,0.51
Argentina,1987,31184410,367893610496,114.877,10.727,10.3,0.218,3.169,3.778,4.778,36.699,66.454,531.81,0.7,0.04,2.92,1.12,0.77,0.54
Argentina,1988,31668940,360921169920,121.405,6.528,5.68,0.226,3.047,4.023,5.87,42.233,66.232,540.711,0.64,0.05,3.15,1.23,0.74,0.55
Argentina,1989,32148136,338520801280,117.02,-4.384,-3.61,0.226,2.253,4.144,6.262,44.609,59.753,521.414,0.46,0.05,4.14,1.25,0.65,0.52
Argentina,1990,32618648,338751160320,112.079,-4.941,-4.22,0.22,1.822,3.07,4.785,43.213,59.188,513.008,0.37,0.04,1.89,1.12,0.64,0.49
Argentina,1991,33079004,376057921536,117.506,5.427,4.84,0.227,2.196,2.689,4.104,47.284,61.233,521.32,0.43,0.03,1.53,1.21,0.63,0.51
Argentina,1992,33529320,416679788544,121.231,3.725,3.17,0.218,2.495,2.803,3.997,48.303,63.633,559.296,0.47,0.03,1.68,1.22,0.69,0.54
Argentina,1993,33970100,444780216320,117.777,-3.453,-2.85,0.206,2.761,2.301,4.753,40.809,67.154,577.816,0.5,0.03,2.04,1,0.73,0.52
Argentina,1994,34402668,472926748672,122.229,4.452,3.78,0.202,3.05,3.561,5.738,42.677,67.203,608.748,0.51,0.04,2.42,1.04,0.73,0.53
Australia,1860,1288328,6116837888,0.278,,,,,0.278,,,,,,0.08,,,,0.08
Australia,1861,1350647,6116224000,0.509,0.231,82.89,,,0.509,,,,,,0.15,,,,0.15
Australia,1862,1403026,6036576256,0.355,-0.154,-30.22,,,0.355,,,,,,0.1,,,,0.1
Australia,1863,1444218,6232064000,0.399,0.044,12.37,,,0.399,,,,,,0.11,,,,0.11
Australia,1864,1486620,6900919808,0.267,-0.132,-33.03,,,0.267,,,,,,0.07,,,,0.07
Australia,1865,1530266,6859873792,0.421,0.154,57.53,,,0.421,,,,,,0.1,,,,0.1
Australia,1866,1575194,7291987968,0.696,0.275,65.22,,,0.696,,,,,,0.16,,,,0.16
Australia,1867,1621441,8162531840,0.894,0.198,28.42,,,0.894,,,,,,0.19,,,,0.19
Australia,1868,1669046,8552699904,0.733,-0.161,-18.03,,,0.733,,,,,,0.15,,,,0.15
Australia,1869,1715208,8631000064,0.641,-0.092,-12.5,,,0.641,,,,,,0.12,,,,0.12
Australia,1870,1759825,9260175360,0.601,-0.04,-6.29,,,0.601,,,,,,0.11,,,,0.11
Australia,1871,1802792,8808824832,0.692,0.092,15.24,,,0.692,,,,,,0.12,,,,0.12
Australia,1872,1843995,9751686144,0.707,0.015,2.12,,,0.707,,,,,,0.11,,,,0.11
Australia,1873,1883321,10782055424,0.868,0.161,22.8,,,0.868,,,,,,0.13,,,,0.13
Australia,1874,1923486,11137886208,0.89,0.022,2.53,,,0.89,,,,,,0.14,,,,0.14
Australia,1875,1964507,12360903680,0.828,-0.062,-7,,,0.828,,,,,,0.12,,,,0.12
Australia,1876,2006403,12320523264,0.931,0.103,12.39,,,0.931,,,,,,0.14,,,,0.14
Australia,1877,2049192,12833835008,1.066,0.136,14.57,,,1.066,,,,,,0.15,,,,0.15
Australia,1878,2092894,14056653824,0.967,-0.099,-9.28,,,0.967,,,,,,0.14,,,,0.14
Australia,1879,2143510,14257281024,1.455,0.487,50.38,,,1.455,,,,,,0.2,,,,0.19
Australia,1880,2201397,15005509632,2.206,0.751,51.64,,,2.206,,,,,,0.26,,,,0.26
Australia,1881,2266925,16112168960,1.766,-0.44,-19.93,,,1.766,,,,,,0.2,,,,0.2
Australia,1882,2340480,15205648384,2.012,0.245,13.9,,,2.012,,,,,,0.22,,,,0.22
Australia,1883,2422463,17454450688,2.426,0.414,20.58,,,2.426,,,,,,0.25,,,,0.24
Australia,1884,2507319,17536716800,2.572,0.147,6.04,,,2.572,,,,,,0.26,,,,0.26
Australia,1885,2595146,18679851008,2.906,0.333,12.96,,,2.906,,,,,,0.29,,,,0.29
Australia,1886,2686050,18912899072,2.887,-0.018,-0.63,,,2.887,,,,,,0.29,,,,0.28
Australia,1887,2780138,20930805760,3.034,0.147,5.08,,,3.034,,,,,,0.29,,,,0.28
Australia,1888,2877522,21048827904,3.528,0.495,16.3,,,3.528,,,,,,0.31,,,,0.3
Australia,1889,2968141,22867474432,3.426,-0.103,-2.91,,,3.426,,,,,,0.3,,,,0.29
Australia,1890,3051572,22078341120,3.547,0.121,3.53,,,3.547,,,,,,0.28,,,,0.27
Australia,1891,3127374,23771848704,4.008,0.462,13.02,,,4.008,,,,,,0.31,,,,0.29
Australia,1892,3195087,20848832512,4.151,0.143,3.56,,,4.151,,,,,,0.31,,,,0.3
Australia,1893,3254230,19703939072,3.964,-0.187,-4.5,,,3.964,,,,,,0.3,,,,0.29
Australia,1894,3314469,20380184576,4.36,0.396,9.98,,,4.36,,,,,,0.32,,,,0.31
Australia,1895,3375822,19230679040,4.591,0.231,5.29,,,4.591,,,,,,0.32,,,,0.31
Australia,1896,3438311,20694102016,4.503,-0.088,-1.92,,,4.503,,,,,,0.31,,,,0.29
Australia,1897,3501956,19547285504,4.976,0.473,10.5,,,4.976,,,,,,0.32,,,,0.31
Australia,1898,3566779,22587684864,5.613,0.638,12.81,,,5.613,,,,,,0.34,,,,0.33
Australia,1899,3630608,22592610304,5.785,0.172,3.07,,,5.665,,,0.121,,,0.32,,,0.2,0.31
Australia,1900,3693392,23931176960,10.168,4.382,75.74,,,10.047,,,0.121,,,0.54,,,0.18,0.52
Australia,1901,3755077,23221604352,11.439,1.271,12.5,,,11.205,,,0.234,,,0.58,,,0.31,0.57
Australia,1902,3815607,23461900288,11.395,-0.044,-0.38,,,11.285,,,0.11,,,0.57,,,0.14,0.55
Australia,1903,3874926,25312311296,11.219,-0.176,-1.54,,,11.051,,,0.169,,,0.51,,,0.2,0.5
Australia,1904,3935167,27014316032,11.545,0.326,2.91,,,11.377,,,0.168,,,0.52,,,0.18,0.51
Australia,1905,3996345,27327299584,12.047,0.502,4.35,,,11.868,,,0.179,,,0.51,,,0.18,0.5
Australia,1906,4058473,29181407232,14.359,2.312,19.19,,,14.18,,,0.18,,,0.58,,,0.18,0.56
Australia,1907,4121568,30366466048,15.477,1.118,7.78,,,15.264,,,0.213,,,0.56,,,0.18,0.54
Australia,1908,4185642,31397756928,16.755,1.279,8.26,,,16.565,,,0.191,,,0.63,,,0.15,0.6
Australia,1909,4254768,33967319040,14.553,-2.202,-13.14,,,14.33,,,0.224,,,0.53,,,0.17,0.5
Australia,1910,4329104,36334374912,17.437,2.884,19.81,,,17.437,,,,,,0.61,,,,0.58
Australia,1911,4408814,36612001792,19.24,1.803,10.34,,,19.24,,,,,,0.66,,,,0.62
Australia,1912,4494067,37875286016,20.786,1.546,8.04,,,20.786,,,,,,0.68,,,,0.64
Australia,1913,4585034,39628619776,22.391,1.605,7.72,,,22.391,,,,,,0.68,,,,0.64
Australia,1914,4677842,39528128512,24.479,2.088,9.33,,,24.479,,,,,,0.83,,,,0.77
Australia,1915,4772528,38803628032,21.793,-2.686,-10.97,,,21.793,,,,,,0.75,,,,0.7
Australia,1916,4869131,38525124608,19.273,-2.521,-11.57,,,19.273,,,,,,0.62,,,,0.57
Australia,1917,4967689,37803151360,20.76,1.488,7.72,,,20.76,,,,,,0.64,,,,0.59
Australia,1918,5069403,36914753536,22.94,2.18,10.5,,,22.94,,,,,,0.72,,,,0.66
Australia,1919,5171666,39035781120,21.739,-1.202,-5.24,,,21.739,,,,,,0.8,,,,0.72
Australia,1920,5274460,40704724992,25.732,3.994,18.37,,,25.732,,,,,,0.83,,,,0.73
Australia,1921,5377766,42748706816,23.153,-2.579,-10.02,,,23.153,,,,,,0.87,,,,0.75
Australia,1922,5481563,44993327104,24.344,1.191,5.14,,,24.344,,,,,,0.88,,,,0.75
Australia,1923,5585832,47148371968,24.849,0.506,2.08,,,24.849,,,,,,0.79,,,,0.68
Australia,1924,5692084,50247065600,27.07,2.22,8.94,,,27.07,,,,,,0.86,,,,0.74
Australia,1925,5800358,52601491456,28.235,1.165,4.3,,,28.235,,,,,,0.9,,,,0.76
Australia,1926,5910690,53866512384,27.854,-0.381,-1.35,,,27.854,,,,,,0.91,,,,0.76
Australia,1927,6023122,54683357184,28.894,1.041,3.74,,,28.894,,,,,,0.86,,,,0.73
Australia,1928,6137692,54781759488,26.286,-2.608,-9.03,,0.378,25.908,,,,,1.06,0.79,,,,0.66
Australia,1929,6241064,53656043520,23.652,-2.634,-10.02,,0.356,23.296,,,,,0.97,0.66,,,,0.56
Australia,1930,6332911,48543375360,22.029,-1.623,-6.86,,0.349,21.68,,,,,0.98,0.68,,,,0.56
Australia,1931,6412898,45297381376,19.546,-2.483,-11.27,,0.196,19.35,,,,,0.64,0.69,,,,0.56
Australia,1932,6480684,47862226944,20.342,0.796,4.07,,0.124,20.218,,,,,0.5,0.81,,,,0.64
Australia,1933,6535920,51178057728,21.58,1.238,6.09,,0.16,21.42,,,,,0.67,0.82,,,,0.65
Australia,1934,6591627,53897011200,22.697,1.117,5.18,,0.207,22.49,,,,,0.73,0.78,,,,0.63
Australia,1935,6647809,57067163648,25.228,2.531,11.15,,0.276,24.952,,,,,0.86,0.84,,,,0.66
Australia,1936,6704469,59636137984,27.049,1.821,7.22,,0.323,26.725,,,,,0.84,0.82,,,,0.65
Australia,1937,6761613,62656720896,28.855,1.806,6.68,,0.363,28.491,,,,,0.89,0.83,,,,0.65
Australia,1938,6819243,64773328896,28.035,-0.819,-2.84,,0.178,27.857,,,,,0.46,0.86,,,,0.67
Australia,1939,6887974,64955777024,32.142,4.106,14.65,,0.338,31.804,,,,,0.95,0.93,,,,0.72
Australia,1940,6968070,69208776704,29.038,-3.103,-9.66,,0.349,28.689,,,,,1.11,0.76,,,,0.6
Australia,1941,7059804,76941017088,34.545,5.507,18.96,,0.342,34.203,,,,,0.79,0.88,,,,0.7
Australia,1942,7163452,85810601984,36.502,1.957,5.67,,0.28,36.222,,,,,0.73,0.93,,,,0.74
Australia,1943,7279295,88843608064,34.99,-1.513,-4.14,,0.196,34.793,,,,,0.56,0.89,,,,0.7
Australia,1944,7397011,85771116544,34.209,-0.781,-2.23,,0.218,33.991,,,,,0.96,0.88,,,,0.67
Australia,1945,7516631,81471111168,32.695,-1.514,-4.43,,0.349,32.346,,,,,1.52,1.08,,,,0.77
Australia,1946,7638185,78566686720,35.421,2.726,8.34,,0.363,35.057,,,,,1,1.09,,,,0.76
Australia,1947,7761706,80493518848,38.014,2.593,7.32,,0.443,37.571,,,,,1.03,1.04,,,,0.74
Australia,1948,7887223,85675073536,38.42,0.406,1.07,,0.509,37.911,,,,,0.99,1.02,,,,0.71
Australia,1949,8025619,91353587712,37.647,-0.773,-2.01,,0.531,37.116,,,,,0.91,1.05,,,,0.72
Australia,1950,8177348,97678589952,54.739,17.092,45.4,,0.632,44.071,,,10.036,,0.95,1.14,,,0.61,0.91
Australia,1951,8398224,101837840384,59.029,4.291,7.84,,0.611,46.097,,,12.322,,0.81,1.14,,,0.71,0.93
Australia,1952,8595064,102764888064,60.201,1.172,1.99,,0.672,47.027,,,12.502,,0.83,1.17,,,0.68,0.93
Australia,1953,8782177,105967345664,59.435,-0.767,-1.27,,0.789,48.232,,,10.414,,0.88,1.19,,,0.53,0.89
Australia,1954,8970121,112566026240,67.839,8.404,14.14,,0.945,51.135,,,15.759,,0.97,1.27,,,0.76,1
Australia,1955,9165700,118700326912,70.674,2.836,4.18,,0.985,51.248,,,18.441,,0.92,1.17,,,0.8,0.95
Australia,1956,9371781,122785832960,73.03,2.355,3.33,,1.058,51.245,,,20.727,,0.91,1.11,,,0.83,0.92
Australia,1957,9587459,125243580416,74.516,1.487,2.04,,1.148,51.626,,,21.742,,0.94,1.1,,,0.83,0.91
Australia,1958,9808595,131258302464,77.608,3.092,4.15,,1.214,52.655,,,23.739,,0.94,1.11,,,0.87,0.92
Australia,1959,10028799,139341676544,83.708,6.1,7.86,,1.294,56.689,,,25.725,,0.89,1.15,,,0.89,0.95
Australia,1960,10242070,145192517632,88.119,4.411,5.27,,1.381,58.928,,,27.81,,0.88,1.14,,,0.89,0.94
Australia,1961,10445836,146189434880,90.504,2.385,2.71,,1.414,59.975,,,29.115,,0.86,1.21,,,0.88,0.96
Australia,1962,10643420,155328790528,94.823,4.32,4.77,,1.45,61.486,,0.004,31.884,,0.82,1.25,,0,0.9,0.97
Australia,1963,10845179,164835213312,100.934,6.111,6.44,,1.541,63.728,,0.007,35.658,,0.83,1.25,,0,0.94,0.98
Australia,1964,11065419,176116154368,108.876,7.942,7.87,,1.792,67.133,,0.007,39.944,,0.87,1.29,,0,0.97,1.01
Australia,1965,11313186,185112117248,120.853,11.977,11,0.285,1.879,71.06,,0.007,47.907,425.76,0.87,1.34,,0,1.09,1.07
Australia,1966,11593402,190257577984,120.219,-0.633,-0.52,0.27,1.817,71.4,,0.007,46.994,446.102,0.78,1.33,,0,0.99,1.01
Australia,1967,11899644,203110694912,129.144,8.925,7.42,0.274,1.89,75.405,,0.007,51.842,473.093,0.79,1.43,,0,1.02,1.05
Australia,1968,12215704,215046504448,134.497,5.353,4.14,0.269,1.941,76.585,,0.011,55.96,501.694,0.76,1.44,,0,1.01,1.04
Australia,1969,12518931,228127293440,142.124,7.627,5.67,0.273,2.13,77.977,,0.487,61.53,522.428,0.79,1.41,,0.03,1.03,1.03
Australia,1970,12793030,242644631552,147.48,5.356,3.77,0.26,2.228,74.293,,2.755,68.204,570.102,0.77,1.3,,0.15,1,0.99
Australia,1971,13033130,253439754240,152.63,5.15,3.49,0.256,2.314,74.262,,4.1,71.954,598.808,0.78,1.3,,0.21,1,0.98
Australia,1972,13244163,260535648256,157.337,4.707,3.08,0.252,2.437,77.737,,5.844,71.318,626.095,0.77,1.37,,0.28,0.92,0.97
Australia,1973,13431790,274659475456,170.829,13.493,8.58,0.256,2.593,79.714,,6.485,82.037,669.356,0.77,1.36,,0.3,0.99,1
Australia,1974,13605574,281474170880,172.192,1.363,0.8,0.243,2.571,85.203,,7.709,76.71,711.901,0.77,1.45,,0.35,0.94,1.01
Australia,1975,13773290,289102987264,175.717,3.525,2.05,0.244,2.476,86.943,,8.369,77.93,723.9,0.74,1.45,,0.38,0.96,1.03
Australia,1976,13935722,300755714048,174.078,-1.639,-0.93,0.233,2.497,88.87,,9.259,73.452,749.088,0.72,1.41,,0.39,0.86,0.97
