country,year,population,gdp,co2,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,primary_energy_consumption,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_co2
Italy,1973,54619240,928806469632,353.349,25.112,7.65,0.22,17.411,29.418,,32.697,273.823,1615.823,5.2,0.5,,1.53,3.3,2.07
Italy,1974,54957796,972368773120,358.253,4.904,1.39,0.223,17.233,31.675,,37.065,272.279,1615.333,5.15,0.54,,1.7,3.33,2.11
Italy,1975,55265280,951557554176,341.052,-17.2,-4.8,0.217,16.081,30.605,,42.173,252.193,1581.353,4.83,0.51,,1.91,3.11,2
Italy,1976,55537952,1013301903360,365.795,24.743,7.25,0.22,16.887,30.961,,51.007,266.941,1668.908,4.86,0.49,,2.17,3.12,2.03
Italy,1977,55777884,1042645909504,354.418,-11.378,-3.11,0.213,17.572,31.368,,50.04,255.438,1674.358,4.82,0.49,,2.09,2.88,1.92
Italy,1978,55988984,1081497944064,371.274,16.856,4.76,0.218,17.397,35.541,,51.952,266.384,1715.524,4.5,0.54,,2.08,2.91,1.95
Italy,1979,56177844,1142855303168,385.256,13.982,3.77,0.219,17.683,40.128,,50.878,276.566,1769.165,4.5,0.59,,1.92,2.97,1.96
Italy,1980,56349352,1183161647104,386.433,1.177,0.31,0.225,18.597,44.913,,52.241,270.682,1723.793,4.7,0.64,,1.92,3.02,1.98
Italy,1981,56505476,1188868915200,375.3,-11.133,-2.88,0.223,18.295,47.771,,50.45,258.785,1687.626,4.63,0.68,,1.83,3.03,1.97
Italy,1982,56644860,1194202234880,366.879,-8.421,-2.24,0.223,17.297,49.842,,52.802,246.938,1654.092,4.39,0.7,,1.95,2.96,1.94
Italy,1983,56765248,1208770101248,358.409,-8.47,-2.31,0.222,16.88,44.481,,51.512,245.536,1619.34,4.19,0.6,,1.88,2.98,1.89
Italy,1984,56863132,1239849238528,364.601,6.192,1.73,0.223,16.078,54.66,,60.929,232.935,1644.551,3.91,0.71,,2.05,2.8,1.85
Italy,1985,56936776,1274693681152,368.982,4.381,1.2,0.226,15.428,59.397,,62.504,231.653,1637.861,3.71,0.72,,2.03,2.78,1.82
Italy,1986,56983928,1310891966464,363.188,-5.795,-1.57,0.217,14.943,53.285,,59.631,235.329,1682.526,3.44,0.64,,1.97,2.74,1.76
Japan,1868,34086624,,0.011,,,,,0.011,,,,,,0,,,,0
Japan,1869,34227032,,0.018,0.007,66.67,,,0.018,,,,,,0,,,,0
Japan,1870,34388672,54410461184,0.018,0,0,,,0.018,,,,,,0,,,,0
Japan,1871,34571750,,0.026,0.007,40,,,0.022,,,0.003,,,0,,,0.1,0
Japan,1872,34776473,,0.033,0.007,28.57,,,0.029,,,0.004,,,0,,,0.1,0.01
Japan,1873,35003052,,0.04,0.007,22.22,,,0.029,,,0.011,,,0,,,0.19,0.01
Japan,1874,35231106,56639909888,0.586,0.546,1354.55,,,0.575,,,0.011,,,0.09,,,0.18,0.09
Japan,1875,35460646,,1.44,0.854,145.62,,,1.411,,,0.029,,,0.21,,,0.5,0.21
Japan,1876,35691680,,1.403,-0.037,-2.54,,,1.374,,,0.029,,,0.2,,,0.45,0.2
Japan,1877,35924218,,1.29,-0.114,-8.09,,,1.26,,,0.029,,,0.18,,,0.33,0.18
Japan,1878,36158270,,1.858,0.568,44.03,,,1.748,,,0.11,,,0.25,,,1.09,0.26
Japan,1879,36407547,,2.316,0.458,24.65,,,2.147,,,0.168,,,0.29,,,1.33,0.31
Japan,1880,36672261,,2.349,0.033,1.42,,,2.198,,,0.15,,,0.26,,,0.98,0.28
Japan,1881,36952627,,2.415,0.066,2.81,,,2.33,,,0.084,,,0.27,,,0.49,0.27
Japan,1882,37248859,,2.514,0.099,4.1,,,2.312,,,0.202,,,0.25,,,1.06,0.27
Japan,1883,37561179,,2.711,0.198,7.87,,,2.48,,,0.231,,,0.25,,,1.4,0.27
Japan,1884,37876116,,2.957,0.245,9.05,,,2.777,,,0.18,,,0.28,,,0.98,0.3
Japan,1885,38193692,66428006400,3.349,0.392,13.26,,,3.166,,,0.183,,,0.32,,,0.96,0.33
Japan,1886,38513931,70750953472,3.605,0.256,7.66,,,3.356,,,0.249,,,0.34,,,1.14,0.35
Japan,1887,38836853,71806083072,4.474,0.868,24.09,,,4.265,,,0.209,,,0.41,,,0.89,0.42
Japan,1888,39162482,67651792896,5.17,0.696,15.56,,,4.88,,,0.289,,,0.42,,,1.18,0.43
Japan,1889,39499368,69633941504,6.254,1.085,20.98,,,5.884,,,0.37,,,0.51,,,1.3,0.52
Japan,1890,39847686,74285744128,6.756,0.502,8.03,,,6.332,,,0.425,,,0.51,,,1.23,0.52
Japan,1891,40207610,70654386176,8.123,1.367,20.23,,,7.727,,,0.396,,,0.59,,,0.97,0.6
Japan,1892,40579320,74927800320,8.075,-0.048,-0.59,,,7.735,,,0.341,,,0.59,,,0.85,0.59
Japan,1893,40962994,75132035072,8.574,0.498,6.17,,,8.068,,,0.506,,,0.62,,,1.19,0.63
Japan,1894,41350296,83378913280,11.025,2.451,28.59,,,10.439,,,0.586,,,0.77,,,1.41,0.79
Japan,1895,41741258,84461756416,12.227,1.202,10.9,,,11.75,,,0.476,,,0.82,,,0.98,0.82
Japan,1896,42135915,80359882752,12.916,0.689,5.63,,,12.311,,,0.605,,,0.84,,,1.15,0.84
Japan,1897,42534303,81214062592,13.542,0.627,4.85,,,12.872,,,0.671,,,0.83,,,1.21,0.84
Japan,1898,42936456,96336510976,17.246,3.704,27.35,,,16.484,,,0.762,,,1.01,,,1.33,1.02
Japan,1899,43360172,91813412864,17.272,0.026,0.15,,,16.576,,,0.696,,,0.93,,,1.16,0.93
Japan,1900,43805856,93641719808,19.412,2.14,12.39,,,18.43,,,0.982,,,0.98,,,1.46,0.99
Japan,1901,44273920,96537575424,23.274,3.862,19.89,,,22.189,,,1.085,,,1.15,,,1.45,1.15
Japan,1902,44764779,91087773696,24.945,1.671,7.18,,,23.765,,,1.18,,,1.2,,,1.46,1.21
Japan,1903,45278858,101027676160,25.787,0.843,3.38,,,24.842,,,0.945,,,1.15,,,1.1,1.14
Japan,1904,45798840,101057249280,29.052,3.265,12.66,,,27.722,,,1.33,,,1.28,,,1.38,1.27
Japan,1905,46324792,98867773440,29.931,0.879,3.03,,,28.843,,,1.088,,,1.25,,,1.12,1.23
Japan,1906,46856783,109990608896,32.855,2.924,9.77,,,31.609,,,1.246,,,1.3,,,1.27,1.29
Japan,1907,47394882,112465895424,35.072,2.217,6.75,,,33.599,,,1.473,,,1.22,,,1.23,1.22
Japan,1908,47939159,113744846848,37.633,2.561,7.3,,,36.116,,,1.517,,,1.38,,,1.18,1.36
Japan,1909,48493608,114021212160,38.256,0.623,1.66,,,36.904,,,1.352,,,1.35,,,1.01,1.33
Japan,1910,49058391,114732015616,39.384,1.129,2.95,,,38.597,,,0.788,,,1.35,,,0.55,1.3
Japan,1911,49633673,120504688640,44.21,4.825,12.25,,,43.352,,,0.857,,,1.49,,,0.56,1.43
Japan,1912,50219623,123262418944,49.281,5.071,11.47,,,48.563,,,0.718,,,1.6,,,0.46,1.53
Japan,1913,50816410,125595254784,54.315,5.034,10.22,,,53.476,,,0.839,,,1.63,,,0.46,1.56
Japan,1914,51420287,123539496960,58.016,3.701,6.81,,,56.876,,,1.139,,,1.93,,,0.61,1.83
Japan,1915,52031339,133450932224,52.842,-5.174,-8.92,,,51.578,,,1.264,,,1.78,,,0.64,1.69
Japan,1916,52649651,152258084864,58.598,5.756,10.89,,,57.29,,0.029,1.279,,,1.84,,0.08,0.6,1.74
Japan,1917,53275310,160078839808,67.484,8.885,15.16,,,66.205,,0.044,1.235,,,2.04,,0.11,0.52,1.91
Japan,1918,53917172,163202859008,71.543,4.06,6.02,,,70.44,,0.048,1.055,,,2.2,,0.13,0.43,2.06
Japan,1919,54589358,177876287488,79.194,7.65,10.69,,,78.175,,0.051,0.967,,,2.89,,0.14,0.35,2.63
Japan,1920,55292553,166000623616,74.28,-4.913,-6.2,,,73.251,,0.07,0.96,,,2.35,,0.17,0.27,2.12
Japan,1921,56027453,183273455616,66.809,-7.471,-10.06,,,65.835,,0.059,0.916,,,2.48,,0.17,0.24,2.17
Japan,1922,56794767,185576275968,71.43,4.62,6.92,,,70.495,,0.059,0.876,,,2.56,,0.15,0.21,2.21
Japan,1923,57595218,187921547264,75.907,4.477,6.27,,,75.09,,0.048,0.769,,,2.4,,0.09,0.16,2.07
Japan,1924,58406950,194623733760,79.348,3.44,4.53,,,78.538,,0.037,0.773,,,2.5,,0.06,0.16,2.16
Japan,1925,59230123,203229184000,82.011,2.664,3.36,,,81.154,,0.04,0.817,,,2.59,,0.06,0.17,2.21
Japan,1926,60064898,203158044672,82.605,0.594,0.72,,,81.802,,0.04,0.762,,,2.67,,0.06,0.16,2.27
Japan,1927,60911437,205599588352,89.482,6.877,8.33,,,88.669,,0.051,0.762,,,2.65,,0.07,0.14,2.25
Japan,1928,61769908,221638213632,92.391,2.908,3.25,,1.897,89.643,,0.048,0.802,,5.34,2.72,,0.06,0.15,2.33
Japan,1929,62625034,231794737152,94.88,2.49,2.69,,2.112,91.864,,0.051,0.854,,5.74,2.62,,0.05,0.14,2.23
Japan,1930,63476570,214059745280,86.166,-8.715,-9.18,,1.853,83.371,,0.077,0.865,,5.23,2.6,,0.07,0.15,2.2
Japan,1931,64324264,216533467136,77.904,-8.262,-9.59,,1.788,75.138,,0.139,0.839,,5.79,2.67,,0.15,0.15,2.22
Japan,1932,65167857,233600040960,77.98,0.076,0.1,,1.843,75.354,,0.092,0.692,,7.47,3,,0.1,0.13,2.47
Japan,1933,66007085,254404919296,91.342,13.362,17.14,,2.366,88.273,,0.084,0.619,,9.93,3.36,,0.09,0.11,2.75
Japan,1934,66857121,255724781568,101.203,9.86,10.79,,2.304,98.034,,0.084,0.78,,8.09,3.42,,0.08,0.13,2.8
Japan,1935,67718104,264856322048,106.382,5.18,5.12,,2.904,102.442,,0.073,0.964,,9.06,3.44,,0.07,0.14,2.8
Japan,1936,68590174,279669735424,116.849,10.467,9.84,,3.082,112.613,,0.073,1.081,,7.96,3.44,,0.06,0.15,2.8
Japan,1937,69473475,290452307968,125.431,8.582,7.34,,2.984,121.268,,0.095,1.085,,7.32,3.51,,0.07,0.13,2.81
Japan,1938,70368151,305977491456,131.735,6.304,5.03,,2.729,127.833,,0.092,1.081,,7.09,3.97,,0.07,0.14,3.14
Japan,1939,71289751,347620933632,127.747,-3.988,-3.03,,2.508,124.151,,0.099,0.989,,7.04,3.62,,0.07,0.12,2.88
Japan,1940,72238836,356253958144,153.244,25.497,19.96,,2.101,150.125,,0.103,0.916,,6.7,3.96,,0.07,0.1,3.16
Japan,1941,73215978,369006706688,154.605,1.36,0.89,,2.882,150.832,,0.099,0.791,,6.67,3.89,,0.06,0.09,3.12
Japan,1942,74221759,370533728256,147.792,-6.813,-4.41,,2.151,144.816,,0.099,0.725,,5.62,3.72,,0.06,0.09,2.99
Japan,1943,75256772,366773534720,150.637,2.846,1.93,,1.861,147.949,,0.081,0.747,,5.36,3.78,,0.04,0.08,3
Japan,1944,76306218,371697745920,138.733,-11.905,-7.9,,1.465,136.484,,0.081,0.703,,6.48,3.53,,0.04,0.07,2.72
Japan,1945,77370299,280326733824,76.635,-62.098,-44.76,,0.578,75.306,,0.073,0.678,,2.52,2.52,,0.03,0.07,1.81
Japan,1946,78449218,213946990592,52.707,-23.929,-31.22,,0.458,51.593,,0.066,0.59,,1.26,1.6,,0.03,0.05,1.14
Japan,1947,79543183,211776700416,70.032,17.326,32.87,,0.611,68.795,,0.07,0.557,,1.42,1.9,,0.03,0.05,1.37
Japan,1948,80652402,229021270016,88.082,18.05,25.77,,0.919,86.584,,0.092,0.487,,1.78,2.32,,0.03,0.04,1.63
Japan,1949,81738956,234992009216,98.42,10.338,11.74,,1.621,96.103,,0.103,0.594,,2.79,2.71,,0.03,0.04,1.88
Japan,1950,82802088,256610910208,102.541,4.121,4.19,,2.206,95.729,,0.136,4.47,,3.3,2.48,,0.04,0.27,1.71
Japan,1951,84316264,288620281856,123.458,20.917,20.4,,3.238,111.001,,0.161,9.057,,4.28,2.73,,0.04,0.52,1.94
Japan,1952,85659440,321973420032,130.406,6.948,5.63,,3.518,113.94,,0.18,12.769,,4.36,2.84,,0.04,0.69,2.02
Japan,1953,86869976,345711968256,145.77,15.364,11.78,,4.332,119.179,,0.216,22.043,,4.84,2.95,,0.05,1.13,2.19
Japan,1954,87980568,365311033344,142.534,-3.236,-2.22,,5.277,113.009,,0.275,23.974,,5.44,2.8,,0.05,1.16,2.1
Japan,1955,89018256,396713132032,141.875,-0.659,-0.46,,5.222,108.89,,0.344,27.418,,4.86,2.49,,0.06,1.19,1.91
Japan,1956,90004176,426510417920,160.636,18.761,13.22,,6.436,121.381,,0.469,32.349,,5.53,2.64,,0.08,1.29,2.03
Japan,1957,90953816,457723478016,188.067,27.431,17.08,,7.501,136.038,,0.638,43.89,,6.13,2.91,,0.1,1.67,2.3
Japan,1958,91877640,484394336256,181.161,-6.906,-3.67,,7.407,126.485,,0.927,46.342,,5.71,2.66,,0.13,1.7,2.15
Japan,1959,92782240,528525033472,192.62,11.459,6.33,,8.533,125.847,,1.172,57.067,,5.88,2.54,,0.15,1.96,2.17
Japan,1960,93673608,597858254848,232.5,39.88,20.7,,11.139,139.144,,1.601,80.615,,7.08,2.7,,0.19,2.58,2.48
Japan,1961,94560712,669824909312,282.787,50.287,21.63,,12.175,160.866,,2.045,107.701,,7.42,3.25,,0.23,3.25,3
Japan,1962,95458512,729663012864,292.864,10.078,3.56,,14.228,154.214,,2.66,121.762,,8.07,3.13,,0.27,3.42,3
Japan,1963,96389424,791534436352,324.835,31.971,10.92,,14.802,155.339,,3.671,151.023,,7.96,3.04,,0.35,3.97,3.16
Japan,1964,97379400,883860307968,358.891,34.056,10.48,,16.3,160.207,,4.005,178.38,,7.91,3.07,,0.35,4.34,3.31
Japan,1965,98447008,935329857536,386.471,27.58,7.68,0.213,16.158,165.748,,3.609,200.956,1823.564,7.47,3.13,,0.29,4.55,3.41
Japan,1966,99596080,1034825498624,419.245,32.774,8.48,0.21,18.913,170.451,,3.701,226.181,2013.865,8.12,3.19,,0.28,4.75,3.53
Japan,1967,100822280,1149408116736,489.307,70.062,16.71,0.213,21.239,181.499,,3.909,282.661,2305.035,8.85,3.45,,0.27,5.57,4
Japan,1968,102124000,1297449615360,561.913,72.605,14.84,0.22,23.565,200.119,,4.228,334.001,2569.702,9.22,3.76,,0.27,6.04,4.35
Japan,1969,103496032,1459365609472,653.215,91.303,16.25,0.224,25.4,221.022,,4.719,402.074,2927.122,9.38,4,,0.28,6.72,4.74
Japan,1970,104929256,1615677620224,767.963,114.748,17.57,0.236,28.267,229.264,0.04,7.676,502.715,3271.379,9.79,4.02,0.01,0.43,7.39,5.15
Japan,1971,106427104,1691571322880,796.544,28.581,3.72,0.23,29.27,206.385,0.04,8.094,552.756,3483.683,9.83,3.62,0.01,0.42,7.68,5.14
Japan,1972,107976032,1833991405568,852.17,55.626,6.98,0.235,32.53,200.216,0.077,7.984,611.364,3649.382,10.3,3.52,0.02,0.39,7.87,5.25
Japan,1973,109528512,1981290119168,914.265,62.095,7.29,0.227,38.192,214.385,0.081,10.582,651.026,4048.936,11.41,3.66,0.02,0.5,7.84,5.35
Mexico,1891,11781298,,0.52,,,,,0.52,,,,,,0.04,,,,0.04
Mexico,1892,11947763,,0.579,0.059,11.27,,,0.579,,,,,,0.04,,,,0.04
Mexico,1893,12123212,,0.531,-0.048,-8.23,,,0.531,,,,,,0.04,,,,0.04
Mexico,1894,12301236,,0.539,0.007,1.38,,,0.539,,,,,,0.04,,,,0.04
Mexico,1895,12481874,22248890368,0.495,-0.044,-8.16,,,0.495,,,,,,0.03,,,,0.03
Mexico,1896,12665163,22887270400,0.579,0.084,17.04,,,0.579,,,,,,0.04,,,,0.04
Mexico,1897,12851143,24440291328,0.689,0.11,18.99,,,0.689,,,,,,0.04,,,,0.04
Mexico,1898,13039853,25876430848,0.736,0.048,6.91,,,0.736,,,,,,0.05,,,,0.04
Mexico,1899,13217454,24600010752,0.755,0.018,2.49,,,0.755,,,,,,0.04,,,,0.04
Mexico,1900,13383654,24791953408,1,0.245,32.52,,,1,,,,,,0.05,,,,0.05
Mexico,1901,13538157,26918535168,1.312,0.311,31.14,,,1.304,,,0.007,,,0.07,,,0.01,0.07
Mexico,1902,13680660,24971583488,1.425,0.114,8.66,,,1.411,,,0.015,,,0.07,,,0.02,0.07
Mexico,1903,13810856,27800788992,1.557,0.132,9.25,,,1.528,,,0.029,,,0.07,,,0.03,0.07
Mexico,1904,13942289,28302336000,1.718,0.161,10.35,,,1.66,,,0.059,,,0.08,,,0.06,0.08
Mexico,1905,14074971,31268251648,1.707,-0.011,-0.64,,,1.598,,,0.11,,,0.07,,,0.11,0.07
Mexico,1906,14208916,30925469696,1.92,0.213,12.45,,,1.7,,,0.22,,,0.07,,,0.22,0.08
Mexico,1907,14344134,32756832256,2.264,0.344,17.94,,,1.792,,,0.473,,,0.07,,,0.4,0.08
Mexico,1908,14480638,32683708416,3.77,1.506,66.5,,,2.052,,,1.718,,,0.08,,,1.33,0.14
Mexico,1909,14587552,33653268480,3.693,-0.077,-2.04,,,2.466,,,1.227,,,0.09,,,0.91,0.13
Mexico,1910,14664634,33600000000,4.155,0.462,12.5,,,2.561,,,1.594,,,0.09,,,1.11,0.14
Mexico,1911,14711636,32228499456,8.402,4.247,102.2,,,2.653,,,5.749,,,0.09,,,3.77,0.27
Mexico,1912,14728311,31922380800,8.632,0.231,2.75,,,1.861,,,6.772,,,0.06,,,4.32,0.27
Mexico,1913,14714406,29999880192,11.743,3.111,36.04,,,1.136,,,10.607,,,0.03,,,5.84,0.34
Mexico,1914,14700514,30024720384,10.142,-1.601,-13.63,,,1.477,,,8.665,,,0.05,,,4.67,0.32
Mexico,1915,14686634,29571100672,14.315,4.173,41.15,,,0.854,,,13.462,,,0.03,,,6.83,0.46
Mexico,1916,14672765,31822200832,17.184,2.869,20.04,,,0.568,,,16.616,,,0.02,,,7.74,0.51
Mexico,1917,14658909,33144600576,26.132,8.947,52.07,,,0.817,,,25.315,,,0.03,,,10.6,0.74
Mexico,1918,14649106,34435358720,30.642,4.51,17.26,,,1.48,,,29.162,,,0.05,,,11.92,0.88
Mexico,1919,14683139,35769090048,41.084,10.442,34.08,,,1.315,,,39.769,,,0.05,,,14.57,1.36
Mexico,1920,14761605,38024798208,76.237,35.152,85.56,,,1.356,,,74.881,,,0.04,,,21.34,2.17
Mexico,1921,14885111,37863088128,90.288,14.051,18.43,,,1.392,,,88.896,,,0.05,,,23.13,2.94
Mexico,1922,15054271,38760497152,85.551,-4.738,-5.25,,,1.766,,,83.785,,,0.06,,,19.65,2.65
Mexico,1923,15269709,40077135872,72.038,-13.513,-15.8,,,2.389,,,69.649,,,0.08,,,14.71,1.97
Mexico,1924,15488231,39381508096,67.872,-4.166,-5.78,,,2.323,,,65.549,,,0.07,,,13.92,1.85
Mexico,1925,15709880,41854558208,57.085,-10.787,-15.89,,,2.737,,0.275,54.073,,,0.09,,0.43,10.97,1.54
Mexico,1926,15934701,44379869184,44.686,-12.399,-21.72,,,2.481,,,42.206,,,0.08,,,8.6,1.23
Mexico,1927,16162739,42362040320,31.796,-12.89,-28.85,,,1.953,,,29.843,,,0.06,,,5.55,0.8
Mexico,1928,16394041,42612346880,24.083,-7.714,-24.26,,0.105,1.938,,,22.039,,0.3,0.06,,,4.01,0.61
Mexico,1929,16638808,40904998912,22.148,-1.935,-8.03,,0.113,1.997,,0.403,19.635,,0.31,0.06,,0.39,3.26,0.52
Mexico,1930,16897410,38351773696,20.379,-1.769,-7.99,,,2.451,,0.56,17.368,,,0.08,,0.54,3,0.52
Mexico,1931,17170223,39644639232,16.752,-3.627,-17.8,,,1.748,,0.484,14.52,,,0.06,,0.52,2.59,0.48
Mexico,1932,17457634,33623099392,16.195,-0.557,-3.32,,,1.308,,0.473,14.414,,,0.05,,0.54,2.69,0.51
Mexico,1933,17760035,37516165120,16.741,0.546,3.37,,,1.227,,0.575,14.938,,,0.05,,0.63,2.55,0.5
Mexico,1934,18067674,40136318976,18.892,2.151,12.85,,,1.48,,0.638,16.774,,,0.05,,0.63,2.7,0.52
Mexico,1935,18380643,43177517056,21.426,2.534,13.42,,0.124,2.378,,1.11,17.814,,0.39,0.08,,1,2.66,0.56
Mexico,1936,18699032,46533758976,21.961,0.535,2.5,,0.142,2.477,,1.308,18.034,,0.37,0.08,,1.04,2.47,0.53
Mexico,1937,19022937,48076341248,24.903,2.942,13.4,,0.171,2.352,,1.792,20.588,,0.42,0.07,,1.27,2.51,0.56
Mexico,1938,19352452,48848695296,24.265,-0.638,-2.56,,0.185,2.07,,2.037,19.972,,0.48,0.06,,1.5,2.51,0.58
Mexico,1939,19754399,51520790528,22.664,-1.601,-6.6,,0.204,1.66,,1.971,18.829,,0.57,0.05,,1.39,2.27,0.51
Mexico,1940,20232300,52206080000,23.209,0.546,2.41,,0.24,1.546,,2.095,19.328,,0.76,0.04,,1.37,2.21,0.48
Mexico,1941,20789814,57374789632,22.546,-0.663,-2.86,,0.265,1.623,,1.762,18.895,,0.61,0.04,,1.15,2.14,0.45
Mexico,1942,21430746,60655644672,18.977,-3.569,-15.83,,0.291,1.733,,1.674,15.28,,0.76,0.04,,1.01,1.83,0.38
Mexico,1943,22159047,62923501568,19.058,0.081,0.42,,0.287,1.996,,1.344,15.43,,0.83,0.05,,0.74,1.74,0.38
Mexico,1944,22912098,68156530688,20.124,1.066,5.59,,0.302,1.711,,1.341,16.77,,1.33,0.04,,0.68,1.65,0.39
Mexico,1945,23690741,71385513984,22.615,2.491,12.38,,0.367,1.733,,1.4,19.115,,1.6,0.06,,0.65,1.9,0.53
Mexico,1946,24495845,76266209280,25.623,3.008,13.3,,0.363,1.854,,1.788,21.617,,1,0.06,,0.8,1.9,0.55
Mexico,1947,25328310,79008686080,29.352,3.729,14.55,,0.494,1.971,,2.184,24.703,,1.15,0.05,,0.88,2.02,0.57
Mexico,1948,26189065,82416173056,30.509,1.157,3.94,,0.534,2.001,,2.29,25.684,,1.04,0.05,,0.82,1.92,0.56
Mexico,1949,27061239,87151427584,28.959,-1.55,-5.08,,0.607,2.037,,2.334,23.982,,1.04,0.06,,0.78,1.79,0.55
Mexico,1950,27944672,99982983168,30.508,1.549,5.35,,0.756,1.858,2.678,1.535,23.68,,1.13,0.05,3.64,0.43,1.44,0.51
Mexico,1951,28749850,107605073920,34.889,4.382,14.36,,0.8,2.129,3.679,1.66,26.623,,1.06,0.05,4.61,0.4,1.53,0.55
Mexico,1952,29590076,111714836480,37.212,2.323,6.66,,0.821,2.605,3.785,1.942,28.059,,1.02,0.06,4.43,0.43,1.53,0.58
Mexico,1953,30468850,111774670848,36.707,-0.506,-1.36,,0.825,2.821,3.664,2.066,27.33,,0.92,0.07,4.5,0.44,1.4,0.55
Mexico,1954,31388572,123074543616,36.27,-0.436,-1.19,,0.865,2.638,3.748,2.206,26.813,,0.89,0.07,4.83,0.44,1.3,0.53
Mexico,1955,32350594,133695447040,39.662,3.392,9.35,,0.996,2.682,4.807,2.33,28.847,,0.93,0.06,4.96,0.43,1.25,0.53
Mexico,1956,33355184,143014019072,42.134,2.472,6.23,,1.127,2.818,4.536,2.477,31.177,,0.97,0.06,4.19,0.42,1.24,0.53
Mexico,1957,34401536,154173456384,49.278,7.144,16.95,,1.265,2.851,6.057,2.635,36.471,,1.03,0.06,5.69,0.41,1.39,0.6
Mexico,1958,35487956,162674933760,54.008,4.73,9.6,,1.254,2.887,7.379,4.584,37.904,,0.97,0.06,7.76,0.65,1.39,0.64
Mexico,1959,36612108,167866105856,58.287,4.279,7.92,,1.337,3.133,8.83,5.148,39.839,,0.92,0.06,9.63,0.68,1.37,0.66
Mexico,1960,37771860,182206283776,63.052,4.765,8.18,,1.526,3.492,8.687,6.379,42.968,,0.97,0.07,9.75,0.76,1.37,0.67
Mexico,1961,38966052,191492751360,65.24,2.188,3.47,,1.501,3.576,7.156,8.035,44.972,,0.91,0.07,8.3,0.91,1.36,0.69
Mexico,1962,40195316,200713961472,63.744,-1.496,-2.29,,1.657,3.719,4.294,11.849,42.225,,0.94,0.08,5,1.22,1.19,0.65
Mexico,1963,41462372,217178570752,66.292,2.548,4,,1.861,4.078,5.921,11.658,42.775,,1,0.08,6.54,1.11,1.12,0.65
Mexico,1964,42771080,243167756288,74.2,7.908,11.93,,2.184,4.235,7.877,13.454,46.45,,1.06,0.08,6.98,1.17,1.13,0.69
Mexico,1965,44123864,258981937152,75.168,0.968,1.3,0.258,2.126,4.071,5.91,15.765,47.296,293.325,0.98,0.08,4.53,1.28,1.07,0.66
Mexico,1966,45519748,276900085760,80.845,5.677,7.55,0.262,2.435,4.433,6.661,17.012,50.303,310.583,1.05,0.08,4.61,1.27,1.06,0.68
Mexico,1967,46956208,294308773888,90.006,9.161,11.33,0.286,2.766,5.016,5.804,19.814,56.606,316.549,1.15,0.1,3.04,1.38,1.11,0.74
Mexico,1968,48431972,318504927232,93.887,3.882,4.31,0.274,3.027,5.815,5.807,19.826,59.412,344.765,1.19,0.11,2.85,1.27,1.07,0.73
Mexico,1969,49945276,338814337024,102.176,8.289,8.83,0.272,3.354,6.207,6.119,19.594,66.902,378.427,1.24,0.11,2.51,1.15,1.12,0.74
Mexico,1970,51493568,362723672064,113.951,11.774,11.52,0.284,3.551,6.767,9.614,20.61,73.408,404.032,1.23,0.12,3.46,1.15,1.08,0.76
Mexico,1971,53076368,376060510208,126.187,12.236,10.74,0.299,3.619,7.427,10.12,20.086,84.935,424.829,1.22,0.13,3.15,1.04,1.18,0.81
Mexico,1972,54689944,406222045184,132.271,6.084,4.82,0.283,4.207,8.152,8.464,21.555,89.893,469.579,1.33,0.14,2.44,1.05,1.16,0.82
Mexico,1973,56324308,437262843904,144.058,11.787,8.91,0.286,4.76,9.032,7.196,24.021,99.049,506.47,1.42,0.15,1.79,1.13,1.19,0.84
Mexico,1974,57966812,461217267712,154.727,10.669,7.41,0.279,5.126,11.139,10.043,25.091,103.328,557.681,1.53,0.19,2.57,1.15,1.26,0.91
Mexico,1975,59607944,486091816960,164.139,9.412,6.08,0.277,5.587,11.205,10.457,25.718,111.172,595.583,1.68,0.19,3.11,1.17,1.37,0.96
Mexico,1976,61242188,505910525952,183.74,19.601,11.94,0.291,6.021,11.681,11.446,25.183,129.409,633.882,1.73,0.19,2.9,1.07,1.51,1.02
Mexico,1977,62869908,521365323776,192.394,8.655,4.71,0.289,6.296,12.527,7.112,26.501,139.958,668.705,1.73,0.19,1.86,1.11,1.58,1.04
Mexico,1978,64494872,567422156800,222.116,29.722,15.45,0.296,6.655,15.799,10.589,33.504,155.57,752.51,1.72,0.24,2.71,1.34,1.7,1.16
Mexico,1979,66123908,621948436480,240.259,18.143,8.17,0.29,7.144,17.294,8.471,40.883,166.467,832.041,1.82,0.25,2.35,1.55,1.79,1.23
Mexico,1980,67761368,678622134272,267.744,27.485,11.44,0.296,7.604,10.662,9.886,43.793,195.799,906.324,1.92,0.15,3.12,1.61,2.19,1.37
Mexico,1981,69407624,737336098816,283.707,15.964,5.96,0.284,8.369,8.559,11.868,47.31,207.602,1002.082,2.12,0.12,5,1.71,2.43,1.49
Mexico,1982,71058648,733602840576,303.905,20.198,7.12,0.292,8.931,10.336,17.217,51.843,215.578,1044.314,2.27,0.14,7.3,1.92,2.58,1.61
Mexico,1983,72709304,708391993344,277.566,-26.339,-8.67,0.27,7.855,10.651,11.476,51.901,195.683,1032.646,1.95,0.14,5.39,1.9,2.37,1.46
